,slug,asset,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
878,bitcoin,BTC,Bitcoin,28-04-2013,1,101.47500000000001,101.98499999999999,99.07499999999999,100.6575,0,1500520000.0,0.5438,3.88
879,bitcoin,BTC,Bitcoin,29-04-2013,1,100.83,110.6175,100.5,108.405,0,1491160000.0,0.7813,13.49
880,bitcoin,BTC,Bitcoin,30-04-2013,1,108.0,110.1975,100.53750000000001,104.25,0,1597780000.0,0.3843,12.88
881,bitcoin,BTC,Bitcoin,01-05-2013,1,104.25,104.91749999999999,80.78999999999999,87.74249999999999,0,1542820000.0,0.2882,32.17
882,bitcoin,BTC,Bitcoin,02-05-2013,1,87.285,94.19999999999999,69.21000000000001,78.9075,0,1292190000.0,0.3881,33.32
883,bitcoin,BTC,Bitcoin,03-05-2013,1,79.6875,81.0975,59.324999999999996,73.3125,0,1180070000.0,0.6424,29.03
884,bitcoin,BTC,Bitcoin,04-05-2013,1,73.57499999999999,86.25,69.375,84.375,0,1089890000.0,0.8889,22.5
885,bitcoin,BTC,Bitcoin,05-05-2013,1,84.67500000000001,89.1,80.355,86.9325,0,1254760000.0,0.7521,11.66
886,bitcoin,BTC,Bitcoin,06-05-2013,1,86.985,93.495,79.98,84.225,0,1289470000.0,0.3141,18.02
887,bitcoin,BTC,Bitcoin,07-05-2013,1,84.1875,85.08,73.275,83.625,0,1248470000.0,0.8767,15.74
888,bitcoin,BTC,Bitcoin,08-05-2013,1,82.19999999999999,86.83500000000001,82.19999999999999,85.1775,0,1219450000.0,0.6424,6.18
889,bitcoin,BTC,Bitcoin,09-05-2013,1,84.9,85.095,81.94500000000001,84.5025,0,1259980000.0,0.8119,4.2
890,bitcoin,BTC,Bitcoin,10-05-2013,1,84.6,91.5,83.6625,87.9,0,1255970000.0,0.5407,10.45
891,bitcoin,BTC,Bitcoin,11-05-2013,1,88.275,89.01,84.75750000000001,86.42999999999999,0,1311050000.0,0.3933,5.67
892,bitcoin,BTC,Bitcoin,12-05-2013,1,86.73,88.0875,85.08,86.25,0,1288630000.0,0.389,4.01
893,bitcoin,BTC,Bitcoin,13-05-2013,1,86.115,89.025,85.875,88.485,0,1279980000.0,0.8286,4.2
894,bitcoin,BTC,Bitcoin,14-05-2013,1,88.485,89.85,82.6875,83.625,0,1315720000.0,0.1309,9.55
895,bitcoin,BTC,Bitcoin,15-05-2013,1,83.55000000000001,86.8575,77.625,85.66499999999999,0,1242760000.0,0.8708,12.31
896,bitcoin,BTC,Bitcoin,16-05-2013,1,85.66499999999999,89.07000000000001,84.15,89.07000000000001,0,1274620000.0,1.0,6.56
897,bitcoin,BTC,Bitcoin,17-05-2013,1,88.6575,93.975,87.4275,92.265,0,1319590000.0,0.7388,8.73
898,bitcoin,BTC,Bitcoin,18-05-2013,1,92.625,93.9375,91.725,92.625,0,1379140000.0,0.4068,2.95
899,bitcoin,BTC,Bitcoin,19-05-2013,1,92.4075,93.375,89.6775,91.49249999999999,0,1376370000.0,0.4909,4.93
900,bitcoin,BTC,Bitcoin,20-05-2013,1,91.875,92.715,90.09,91.5,0,1368910000.0,0.5371,3.5
901,bitcoin,BTC,Bitcoin,21-05-2013,1,91.515,92.25,90.9075,92.16,0,1363940000.0,0.933,1.79
902,bitcoin,BTC,Bitcoin,22-05-2013,1,92.1675,93.0,91.5,92.9175,0,1374130000.0,0.945,2.0
903,bitcoin,BTC,Bitcoin,23-05-2013,1,92.85,95.1975,92.32499999999999,95.025,0,1384780000.0,0.9399,3.83
904,bitcoin,BTC,Bitcoin,24-05-2013,1,94.725,100.38749999999999,94.28999999999999,99.89999999999999,0,1413300000.0,0.92,8.13
905,bitcoin,BTC,Bitcoin,25-05-2013,1,99.82499999999999,99.91499999999999,96.67500000000001,98.98499999999999,0,1489950000.0,0.713,4.32
906,bitcoin,BTC,Bitcoin,26-05-2013,1,98.9925,102.0,97.965,100.10999999999999,0,1478030000.0,0.5316,5.38
907,bitcoin,BTC,Bitcoin,27-05-2013,1,100.125,101.60249999999999,93.525,97.3125,0,1495520000.0,0.4689,10.77
908,bitcoin,BTC,Bitcoin,28-05-2013,1,97.32750000000001,97.935,94.19999999999999,96.75,0,1454310000.0,0.6827,4.98
909,bitcoin,BTC,Bitcoin,29-05-2013,1,96.75,99.4425,95.745,99.22500000000001,0,1446190000.0,0.9412,4.93
910,bitcoin,BTC,Bitcoin,30-05-2013,1,99.1875,99.1875,95.25,96.60000000000001,0,1483180000.0,0.3429,5.25
911,bitcoin,BTC,Bitcoin,31-05-2013,1,96.60000000000001,97.42500000000001,94.80000000000001,96.75,0,1445050000.0,0.7429,3.5
912,bitcoin,BTC,Bitcoin,01-06-2013,1,96.6075,97.33500000000001,95.4,96.97500000000001,0,1445800000.0,0.814,2.58
913,bitcoin,BTC,Bitcoin,02-06-2013,1,96.97500000000001,97.05000000000001,86.2875,91.7175,0,1451930000.0,0.5045,14.35
914,bitcoin,BTC,Bitcoin,03-06-2013,1,91.875,91.875,87.0,91.66499999999999,0,1376180000.0,0.9569,6.5
915,bitcoin,BTC,Bitcoin,04-06-2013,1,90.55499999999999,92.88,89.32499999999999,91.065,0,1357020000.0,0.4895,4.74
916,bitcoin,BTC,Bitcoin,05-06-2013,1,91.05000000000001,92.60249999999999,89.92500000000001,91.23750000000001,0,1365110000.0,0.4902,3.57
917,bitcoin,BTC,Bitcoin,06-06-2013,1,91.42500000000001,92.32499999999999,87.9375,88.5,0,1371300000.0,0.1282,5.85
918,bitcoin,BTC,Bitcoin,07-06-2013,1,89.22749999999999,89.25,79.815,83.625,0,1338880000.0,0.4038,12.58
919,bitcoin,BTC,Bitcoin,08-06-2013,1,83.25,83.565,80.475,81.225,0,1249630000.0,0.2427,4.12
920,bitcoin,BTC,Bitcoin,09-06-2013,1,80.9175,81.74249999999999,66.375,75.0,0,1215130000.0,0.5612,20.49
921,bitcoin,BTC,Bitcoin,10-06-2013,1,75.33,82.57499999999999,71.25,79.76249999999999,0,1131570000.0,0.7517,15.1
922,bitcoin,BTC,Bitcoin,11-06-2013,1,79.76249999999999,82.19999999999999,78.0,81.67500000000001,0,1198640000.0,0.875,5.6
923,bitcoin,BTC,Bitcoin,12-06-2013,1,81.75,83.8425,80.0475,81.11250000000001,0,1230000000.0,0.2806,5.06
924,bitcoin,BTC,Bitcoin,13-06-2013,1,81.58500000000001,82.725,75.39750000000001,78.0,0,1227030000.0,0.3552,9.77
925,bitcoin,BTC,Bitcoin,14-06-2013,1,77.9625,78.525,73.5,74.985,0,1173060000.0,0.2955,6.7
926,bitcoin,BTC,Bitcoin,15-06-2013,1,75.0,77.775,73.5,74.99249999999999,0,1128950000.0,0.3491,5.7
927,bitcoin,BTC,Bitcoin,16-06-2013,1,74.85,76.19999999999999,74.2125,74.63250000000001,0,1127120000.0,0.2113,2.65
928,bitcoin,BTC,Bitcoin,17-06-2013,1,74.92500000000001,76.6575,74.25,76.275,0,1128720000.0,0.8411,3.21
929,bitcoin,BTC,Bitcoin,18-06-2013,1,76.4625,83.3325,75.77250000000001,80.55000000000001,0,1152250000.0,0.6319,10.08
930,bitcoin,BTC,Bitcoin,19-06-2013,1,80.2875,82.66499999999999,79.3125,81.1875,0,1210260000.0,0.5593,4.47
931,bitcoin,BTC,Bitcoin,20-06-2013,1,81.1875,85.725,80.625,82.61250000000001,0,1224210000.0,0.3897,6.8
932,bitcoin,BTC,Bitcoin,21-06-2013,1,83.4675,86.24249999999999,80.7675,82.125,0,1260000000.0,0.2479,7.3
933,bitcoin,BTC,Bitcoin,22-06-2013,1,82.125,82.47,80.63250000000001,81.225,0,1239210000.0,0.3224,2.45
934,bitcoin,BTC,Bitcoin,23-06-2013,1,81.15,81.6,79.6725,80.69999999999999,0,1224980000.0,0.5331,2.57
935,bitcoin,BTC,Bitcoin,24-06-2013,1,80.92500000000001,81.2475,75.735,77.05499999999999,0,1222030000.0,0.2395,7.35
936,bitcoin,BTC,Bitcoin,25-06-2013,1,76.5675,79.85249999999999,75.75750000000001,77.9625,0,1156610000.0,0.5385,5.46
937,bitcoin,BTC,Bitcoin,26-06-2013,1,77.4975,79.11749999999999,77.0925,78.0,0,1171050000.0,0.4481,2.7
938,bitcoin,BTC,Bitcoin,27-06-2013,1,78.0,78.0,75.82499999999999,76.08,0,1179110000.0,0.1172,2.9
939,bitcoin,BTC,Bitcoin,28-06-2013,1,76.30499999999999,76.30499999999999,69.2475,70.98750000000001,0,1153880000.0,0.2465,9.41
940,bitcoin,BTC,Bitcoin,29-06-2013,1,70.995,74.99249999999999,69.75,71.24249999999999,0,1074010000.0,0.2847,6.99
941,bitcoin,BTC,Bitcoin,30-06-2013,1,71.25,73.59,70.66499999999999,72.4575,0,1078260000.0,0.6128,3.9
942,bitcoin,BTC,Bitcoin,01-07-2013,1,73.13250000000001,73.245,64.725,66.0375,0,1107130000.0,0.154,11.36
943,bitcoin,BTC,Bitcoin,02-07-2013,1,66.0375,69.225,65.63250000000001,67.5975,0,1000070000.0,0.547,4.79
944,bitcoin,BTC,Bitcoin,03-07-2013,1,67.8075,68.235,57.735,58.1475,0,1027160000.0,0.0393,14.0
945,bitcoin,BTC,Bitcoin,04-07-2013,1,59.167500000000004,62.332499999999996,54.0,60.3975,0,896693000.0,0.7678,11.11
946,bitcoin,BTC,Bitcoin,05-07-2013,1,59.99249999999999,60.0,49.1475,51.322500000000005,0,909526000.0,0.2004,14.47
947,bitcoin,BTC,Bitcoin,06-07-2013,1,51.375,56.25,50.114999999999995,52.71,0,779255000.0,0.423,8.18
948,bitcoin,BTC,Bitcoin,07-07-2013,1,51.5625,55.92,49.965,55.92,0,782352000.0,1.0,7.94
949,bitcoin,BTC,Bitcoin,08-07-2013,1,57.375,60.0,54.449999999999996,57.39,0,870912000.0,0.5297,7.4
950,bitcoin,BTC,Bitcoin,09-07-2013,1,57.0,58.724999999999994,54.39,57.5175,0,865585000.0,0.7215,5.78
951,bitcoin,BTC,Bitcoin,10-07-2013,1,57.54,65.25,57.150000000000006,65.07000000000001,0,874138000.0,0.9778,10.8
952,bitcoin,BTC,Bitcoin,11-07-2013,1,66.0,67.71000000000001,63.81,66.735,0,1003090000.0,0.75,5.2
953,bitcoin,BTC,Bitcoin,12-07-2013,1,66.735,78.0,66.1275,70.1925,0,1014640000.0,0.3424,15.83
954,bitcoin,BTC,Bitcoin,13-07-2013,1,70.49249999999999,73.6875,66.045,73.5975,0,1072140000.0,0.9882,10.19
955,bitcoin,BTC,Bitcoin,14-07-2013,1,74.025,74.025,69.645,71.0175,0,1126260000.0,0.3134,5.84
956,bitcoin,BTC,Bitcoin,15-07-2013,1,70.2075,76.42500000000001,69.8325,73.80000000000001,0,1068520000.0,0.6018,8.79
957,bitcoin,BTC,Bitcoin,16-07-2013,1,74.1675,74.895,72.105,73.0875,0,1129260000.0,0.3522,3.72
958,bitcoin,BTC,Bitcoin,17-07-2013,1,72.5325,74.97749999999999,72.135,73.875,0,1104760000.0,0.6121,3.79
959,bitcoin,BTC,Bitcoin,18-07-2013,1,73.875,74.1,64.65,67.935,0,1125660000.0,0.3476,12.6
960,bitcoin,BTC,Bitcoin,19-07-2013,1,67.5525,71.4,65.85,69.1275,0,1029670000.0,0.5905,7.4
961,bitcoin,BTC,Bitcoin,20-07-2013,1,69.0,69.82499999999999,66.9525,67.0425,0,1052140000.0,0.0313,3.83
962,bitcoin,BTC,Bitcoin,21-07-2013,1,67.365,68.9625,66.0,68.07000000000001,0,1027640000.0,0.6987,3.95
963,bitcoin,BTC,Bitcoin,22-07-2013,1,69.0,69.0,67.56,68.7075,0,1050000000.0,0.7969,1.92
964,bitcoin,BTC,Bitcoin,23-07-2013,1,68.69999999999999,72.615,68.69999999999999,71.67,0,1048820000.0,0.7586,5.22
965,bitcoin,BTC,Bitcoin,24-07-2013,1,71.67,71.99249999999999,69.75,70.88250000000001,0,1094490000.0,0.505,2.99
966,bitcoin,BTC,Bitcoin,25-07-2013,1,70.875,72.9975,70.4025,72.67500000000001,0,1082800000.0,0.8757,3.46
967,bitcoin,BTC,Bitcoin,26-07-2013,1,72.7125,73.10249999999999,72.0,72.015,0,1111160000.0,0.0136,1.47
968,bitcoin,BTC,Bitcoin,27-07-2013,1,72.015,72.75,69.75,70.59,0,1100900000.0,0.28,4.0
969,bitcoin,BTC,Bitcoin,28-07-2013,1,70.80000000000001,75.435,70.5,74.82000000000001,0,1082750000.0,0.8754,6.58
970,bitcoin,BTC,Bitcoin,29-07-2013,1,73.94999999999999,76.875,73.8375,75.9,0,1131340000.0,0.679,4.05
971,bitcoin,BTC,Bitcoin,30-07-2013,1,76.11749999999999,80.99249999999999,75.35249999999999,80.99249999999999,0,1164940000.0,1.0,7.52
972,bitcoin,BTC,Bitcoin,31-07-2013,1,80.9625,83.505,77.91,79.5675,0,1239630000.0,0.2962,7.46
973,bitcoin,BTC,Bitcoin,01-08-2013,1,79.6575,81.0,77.25750000000001,78.0,0,1220190000.0,0.1984,4.99
974,bitcoin,BTC,Bitcoin,02-08-2013,1,78.645,81.0,75.9075,78.375,0,1205070000.0,0.4845,6.79
975,bitcoin,BTC,Bitcoin,03-08-2013,1,78.375,79.33500000000001,76.5,78.0,0,1201490000.0,0.5291,3.78
976,bitcoin,BTC,Bitcoin,04-08-2013,1,78.7125,79.4625,77.64,78.855,0,1207100000.0,0.6667,2.43
977,bitcoin,BTC,Bitcoin,05-08-2013,1,78.84,80.8275,78.75,79.66499999999999,0,1209520000.0,0.4404,2.77
978,bitcoin,BTC,Bitcoin,06-08-2013,1,80.03999999999999,80.535,79.17,80.0625,0,1228440000.0,0.6538,1.82
979,bitcoin,BTC,Bitcoin,07-08-2013,1,80.0625,80.0625,80.0625,80.0625,0,1229100000.0,0.0,0.0
980,bitcoin,BTC,Bitcoin,08-08-2013,1,80.0625,80.0625,75.94500000000001,77.25,0,1229100000.0,0.3169,5.49
981,bitcoin,BTC,Bitcoin,09-08-2013,1,77.3025,79.3125,76.455,77.1,0,1187920000.0,0.2257,3.81
982,bitcoin,BTC,Bitcoin,10-08-2013,1,77.1,77.92500000000001,76.8075,77.25,0,1185310000.0,0.396,1.49
983,bitcoin,BTC,Bitcoin,11-08-2013,1,77.25,78.8925,77.0625,78.75,0,1188150000.0,0.9221,2.44
984,bitcoin,BTC,Bitcoin,12-08-2013,1,78.75,81.0,77.625,79.98,0,1211790000.0,0.6978,4.5
985,bitcoin,BTC,Bitcoin,13-08-2013,1,80.24249999999999,82.01249999999999,78.48750000000001,81.75,0,1235340000.0,0.9255,4.7
986,bitcoin,BTC,Bitcoin,14-08-2013,1,82.17,86.25,81.0,84.42,0,1265450000.0,0.6514,7.0
987,bitcoin,BTC,Bitcoin,15-08-2013,1,84.42,84.9375,81.75,82.49249999999999,0,1300660000.0,0.2329,4.25
988,bitcoin,BTC,Bitcoin,16-08-2013,1,82.5,84.225,81.39,81.74249999999999,0,1271470000.0,0.1243,3.78
989,bitcoin,BTC,Bitcoin,17-08-2013,1,81.74249999999999,85.3125,81.16499999999999,85.125,0,1260350000.0,0.9548,5.53
990,bitcoin,BTC,Bitcoin,18-08-2013,1,84.5625,86.0175,84.0,85.125,0,1304320000.0,0.5576,2.69
991,bitcoin,BTC,Bitcoin,19-08-2013,1,85.035,92.295,83.8275,89.25,0,1312160000.0,0.6404,11.29
992,bitcoin,BTC,Bitcoin,20-08-2013,1,89.25,92.25750000000001,88.13250000000001,90.9,0,1377730000.0,0.6709,5.5
993,bitcoin,BTC,Bitcoin,21-08-2013,1,90.9075,93.6825,89.76,92.475,0,1403890000.0,0.6922,5.23
994,bitcoin,BTC,Bitcoin,22-08-2013,1,92.475,92.625,90.44999999999999,90.86250000000001,0,1428700000.0,0.1897,2.9
995,bitcoin,BTC,Bitcoin,23-08-2013,1,91.5,91.5,88.83,88.875,0,1414290000.0,0.0169,3.56
996,bitcoin,BTC,Bitcoin,24-08-2013,1,88.88250000000001,91.0425,88.515,90.0375,0,1374420000.0,0.6024,3.37
997,bitcoin,BTC,Bitcoin,25-08-2013,1,89.69999999999999,92.24249999999999,89.3775,91.5825,0,1387640000.0,0.7696,3.82
998,bitcoin,BTC,Bitcoin,26-08-2013,1,91.5825,92.0625,89.9475,90.045,0,1417200000.0,0.0461,2.82
999,bitcoin,BTC,Bitcoin,27-08-2013,1,90.0525,95.42999999999999,90.0525,94.875,0,1394010000.0,0.8968,7.17
1000,bitcoin,BTC,Bitcoin,28-08-2013,1,94.86,95.49,91.965,91.965,0,1468960000.0,0.0,4.7
1001,bitcoin,BTC,Bitcoin,29-08-2013,1,91.965,92.775,91.6575,91.7925,0,1424680000.0,0.1208,1.49
1002,bitcoin,BTC,Bitcoin,30-08-2013,1,91.76249999999999,101.8125,90.74249999999999,100.1175,0,1422120000.0,0.8469,14.76
1003,bitcoin,BTC,Bitcoin,31-08-2013,1,99.8175,105.66749999999999,99.53999999999999,101.51249999999999,0,1547640000.0,0.3219,8.17
1004,bitcoin,BTC,Bitcoin,01-09-2013,1,101.35499999999999,109.3575,101.1075,103.755,0,1572230000.0,0.3209,11.0
1005,bitcoin,BTC,Bitcoin,02-09-2013,1,103.9725,109.875,101.16749999999999,101.88749999999999,0,1613600000.0,0.0827,11.61
1006,bitcoin,BTC,Bitcoin,03-09-2013,1,101.70750000000001,103.755,99.75,102.57750000000001,0,1579180000.0,0.706,5.34
1007,bitcoin,BTC,Bitcoin,04-09-2013,1,102.39750000000001,108.375,92.7075,95.05499999999999,0,1590550000.0,0.1498,20.89
1008,bitcoin,BTC,Bitcoin,05-09-2013,1,95.07000000000001,98.58,91.3725,94.8225,0,1477250000.0,0.4787,9.61
1009,bitcoin,BTC,Bitcoin,06-09-2013,1,94.86749999999999,95.505,89.36250000000001,89.36250000000001,0,1474670000.0,0.0,8.19
1010,bitcoin,BTC,Bitcoin,07-09-2013,1,89.1675,94.455,88.845,93.11250000000001,0,1386610000.0,0.7607,7.48
1011,bitcoin,BTC,Bitcoin,08-09-2013,1,93.0975,93.53999999999999,90.36749999999999,91.245,0,1448180000.0,0.2766,4.23
1012,bitcoin,BTC,Bitcoin,09-09-2013,1,91.395,96.795,89.8125,95.3325,0,1422180000.0,0.7905,9.31
1013,bitcoin,BTC,Bitcoin,10-09-2013,1,95.4525,97.305,94.42500000000001,94.4325,0,1485960000.0,0.0026,3.84
1014,bitcoin,BTC,Bitcoin,11-09-2013,1,94.4175,103.3725,92.4525,101.4375,0,1470450000.0,0.8228,14.56
1015,bitcoin,BTC,Bitcoin,12-09-2013,1,101.66250000000001,102.06,98.8575,99.8475,0,1583960000.0,0.3091,4.27
1016,bitcoin,BTC,Bitcoin,13-09-2013,1,99.6225,103.185,99.20250000000001,101.23499999999999,0,1552880000.0,0.5104,5.31
1017,bitcoin,BTC,Bitcoin,14-09-2013,1,101.2575,101.88749999999999,96.6525,96.91499999999999,0,1579050000.0,0.0501,6.98
1018,bitcoin,BTC,Bitcoin,15-09-2013,1,97.05000000000001,98.58,96.195,97.7775,0,1514140000.0,0.6635,3.18
1019,bitcoin,BTC,Bitcoin,16-09-2013,1,98.14500000000001,99.53999999999999,97.32750000000001,98.78999999999999,0,1531820000.0,0.661,2.95
1020,bitcoin,BTC,Bitcoin,17-09-2013,1,98.6925,99.57,93.6675,98.745,0,1540880000.0,0.8602,7.87
1021,bitcoin,BTC,Bitcoin,18-09-2013,1,98.7825,99.89999999999999,97.905,98.60249999999999,0,1542870000.0,0.3496,2.66
1022,bitcoin,BTC,Bitcoin,19-09-2013,1,98.5275,98.82750000000001,96.33749999999999,97.23750000000001,0,1539430000.0,0.3614,3.32
1023,bitcoin,BTC,Bitcoin,20-09-2013,1,97.27499999999999,101.715,95.01,95.28,0,1520470000.0,0.0403,8.94
1024,bitcoin,BTC,Bitcoin,21-09-2013,1,95.2125,96.45750000000001,94.67999999999999,95.5725,0,1488870000.0,0.5021,2.37
1025,bitcoin,BTC,Bitcoin,22-09-2013,1,95.9025,100.455,94.9425,96.84,0,1500260000.0,0.3442,7.35
1026,bitcoin,BTC,Bitcoin,23-09-2013,1,96.73499999999999,99.53999999999999,94.245,94.4625,0,1513940000.0,0.0411,7.06
1027,bitcoin,BTC,Bitcoin,24-09-2013,1,94.5375,95.595,94.0425,95.4375,0,1480210000.0,0.8986,2.07
1028,bitcoin,BTC,Bitcoin,25-09-2013,1,95.535,97.2675,95.4975,96.16499999999999,0,1496510000.0,0.3771,2.36
1029,bitcoin,BTC,Bitcoin,26-09-2013,1,96.1575,101.1975,95.49,96.285,0,1506920000.0,0.1393,7.61
1030,bitcoin,BTC,Bitcoin,27-09-2013,1,96.705,101.055,96.3675,100.33500000000001,0,1516020000.0,0.8464,6.25
1031,bitcoin,BTC,Bitcoin,28-09-2013,1,100.32750000000001,101.7225,99.42,101.08500000000001,0,1573400000.0,0.7231,3.07
1032,bitcoin,BTC,Bitcoin,29-09-2013,1,101.17500000000001,105.45750000000001,101.0325,103.005,0,1587290000.0,0.4458,5.9
1033,bitcoin,BTC,Bitcoin,30-09-2013,1,102.86250000000001,103.76249999999999,97.70250000000001,99.75,0,1614350000.0,0.3379,8.08
1034,bitcoin,BTC,Bitcoin,01-10-2013,1,99.51,100.9725,98.66250000000001,99.135,0,1562270000.0,0.2045,3.08
1035,bitcoin,BTC,Bitcoin,02-10-2013,1,99.03750000000001,100.1925,76.6875,85.5975,0,1555470000.0,0.3791,31.34
1036,bitcoin,BTC,Bitcoin,03-10-2013,1,85.8375,92.7225,83.865,92.7225,0,1348700000.0,1.0,11.81
1037,bitcoin,BTC,Bitcoin,04-10-2013,1,92.5575,97.5675,92.5575,96.7575,0,1454900000.0,0.8383,6.68
1038,bitcoin,BTC,Bitcoin,05-10-2013,1,96.4725,97.83,96.02250000000001,96.41250000000001,0,1517020000.0,0.2158,2.41
1039,bitcoin,BTC,Bitcoin,06-10-2013,1,96.27000000000001,97.245,94.61250000000001,96.75,0,1514540000.0,0.812,3.51
1040,bitcoin,BTC,Bitcoin,07-10-2013,1,97.0725,97.70250000000001,94.77,95.205,0,1527760000.0,0.1483,3.91
1041,bitcoin,BTC,Bitcoin,08-10-2013,1,95.05499999999999,95.60249999999999,93.5325,94.5,0,1496500000.0,0.4674,2.76
1042,bitcoin,BTC,Bitcoin,09-10-2013,1,94.38749999999999,98.8125,94.185,98.0175,0,1486510000.0,0.8282,6.17
1043,bitcoin,BTC,Bitcoin,10-10-2013,1,98.0025,98.625,96.945,97.9425,0,1544020000.0,0.5938,2.24
1044,bitcoin,BTC,Bitcoin,11-10-2013,1,98.0625,98.8575,97.22999999999999,98.17500000000001,0,1545600000.0,0.5806,2.17
1045,bitcoin,BTC,Bitcoin,12-10-2013,1,98.17500000000001,101.745,97.92,101.3925,0,1547970000.0,0.9078,5.1
